city,latitude,longitude,timestamp,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Lahore,31.5497,74.3436,2026-05-12 02:00:00+00:00,4,623.03,0.11,5.87,93.8,5.82,73.95,90.05,73.88
Lahore,31.5497,74.3436,2026-05-12 03:00:00+00:00,5,633.78,0.4,6.43,102.95,8.22,77.72,94.84,73.13
Lahore,31.5497,74.3436,2026-05-12 04:00:00+00:00,5,606.22,0.46,5.41,134.53,14.53,90.84,110.41,66.04
Lahore,31.5497,74.3436,2026-05-12 05:00:00+00:00,5,564.17,0.36,4.12,167.18,18.83,99.84,121.32,55.65
Lahore,31.5497,74.3436,2026-05-12 06:00:00+00:00,5,526.6,0.26,3.08,192.98,20.26,101.91,124.15,49.68
Lahore,31.5497,74.3436,2026-05-12 07:00:00+00:00,5,377.4,0.14,1.71,181.78,13.03,78.11,111.38,30.08
Lahore,31.5497,74.3436,2026-05-12 08:00:00+00:00,4,288.14,0.1,1.24,162.15,8.24,59.19,96.6,20.18
Lahore,31.5497,74.3436,2026-05-12 09:00:00+00:00,4,260.27,0.08,1.2,154.93,6.82,52.54,89.5,17.62
Lahore,31.5497,74.3436,2026-05-12 10:00:00+00:00,4,253.26,0.07,1.33,152.56,6.24,50.24,87.03,17.2
Lahore,31.5497,74.3436,2026-05-12 11:00:00+00:00,4,257.13,0.08,1.61,150.5,6.15,50.03,86.15,18.14
Lahore,31.5497,74.3436,2026-05-12 12:00:00+00:00,4,264.61,0.07,2.05,148.72,6.33,50.05,85.34,19.22
Lahore,31.5497,74.3436,2026-05-12 13:00:00+00:00,4,285.03,0.03,3.17,146.61,6.9,50.72,85.12,21.71
Lahore,31.5497,74.3436,2026-05-12 14:00:00+00:00,4,323.12,0.0,4.78,144.73,7.72,52.54,85.82,26.64
Lahore,31.5497,74.3436,2026-05-12 15:00:00+00:00,4,364.29,0.0,5.81,141.97,8.31,54.06,85.94,32.89
Lahore,31.5497,74.3436,2026-05-12 16:00:00+00:00,4,382.08,0.0,5.78,135.74,8.25,53.58,83.5,38.99
Lahore,31.5497,74.3436,2026-05-12 17:00:00+00:00,4,392.95,0.0,5.57,129.91,8.45,53.65,82.33,45.09
Lahore,31.5497,74.3436,2026-05-12 18:00:00+00:00,4,401.53,0.0,5.52,124.18,9.11,54.14,81.34,50.28
Lahore,31.5497,74.3436,2026-05-12 19:00:00+00:00,4,401.62,0.0,5.35,117.12,9.61,54.61,80.0,53.51
Lahore,31.5497,74.3436,2026-05-12 20:00:00+00:00,4,412.86,0.0,5.13,111.15,9.52,56.58,80.61,57.62
Lahore,31.5497,74.3436,2026-05-12 21:00:00+00:00,4,427.87,0.0,4.83,106.32,8.85,59.01,82.22,61.69
Lahore,31.5497,74.3436,2026-05-12 22:00:00+00:00,4,443.03,0.0,4.56,101.87,7.86,60.89,83.57,64.3
Lahore,31.5497,74.3436,2026-05-12 23:00:00+00:00,4,458.01,0.0,4.38,98.44,6.97,62.49,84.99,66.05
Lahore,31.5497,74.3436,2026-05-13 00:00:00+00:00,4,472.37,0.0,4.27,96.02,6.31,64.6,87.2,66.45
Lahore,31.5497,74.3436,2026-05-13 01:00:00+00:00,4,480.1,0.0,4.38,93.51,5.9,65.8,88.56,65.04
Lahore,31.5497,74.3436,2026-05-13 02:00:00+00:00,4,494.08,0.1,5.1,91.58,6.02,66.99,91.76,63.99
Lahore,31.5497,74.3436,2026-05-13 03:00:00+00:00,4,501.83,0.38,5.5,98.39,7.21,71.19,100.4,61.15
Lahore,31.5497,74.3436,2026-05-13 04:00:00+00:00,5,474.85,0.42,4.51,127.53,11.49,83.79,121.53,51.26
Lahore,31.5497,74.3436,2026-05-13 05:00:00+00:00,5,464.01,0.36,3.73,152.37,13.91,89.45,130.52,46.75
Lahore,31.5497,74.3436,2026-05-13 06:00:00+00:00,5,456.27,0.28,3.12,176.87,15.52,96.89,138.75,43.81
Lahore,31.5497,74.3436,2026-05-13 07:00:00+00:00,4,330.5,0.16,1.76,175.67,11.13,73.45,118.51,24.98
Lahore,31.5497,74.3436,2026-05-13 08:00:00+00:00,4,256.61,0.11,1.24,162.03,7.48,55.55,99.5,16.29
Lahore,31.5497,74.3436,2026-05-13 09:00:00+00:00,4,231.04,0.09,1.15,155.81,6.14,48.92,91.46,13.85
Lahore,31.5497,74.3436,2026-05-13 10:00:00+00:00,4,225.27,0.08,1.22,154.42,5.59,46.49,88.31,13.44
Lahore,31.5497,74.3436,2026-05-13 11:00:00+00:00,4,231.64,0.08,1.5,153.46,5.49,45.29,84.56,14.52
Lahore,31.5497,74.3436,2026-05-13 12:00:00+00:00,4,247.43,0.07,2.06,153.77,5.72,44.47,80.09,16.3
Lahore,31.5497,74.3436,2026-05-13 13:00:00+00:00,4,283.05,0.03,3.46,153.33,6.44,45.34,76.95,20.35
Lahore,31.5497,74.3436,2026-05-13 14:00:00+00:00,4,340.05,0.0,5.38,152.57,7.26,47.16,75.56,26.51
Lahore,31.5497,74.3436,2026-05-13 15:00:00+00:00,4,390.94,0.0,6.3,150.36,7.45,46.31,71.33,32.28
Lahore,31.5497,74.3436,2026-05-13 16:00:00+00:00,3,443.02,0.0,7.64,136.5,6.84,44.56,66.06,40.22
Lahore,31.5497,74.3436,2026-05-13 17:00:00+00:00,3,503.6,0.0,9.0,120.4,6.32,44.73,64.72,48.06
Lahore,31.5497,74.3436,2026-05-13 18:00:00+00:00,3,545.0,0.0,9.49,106.93,5.93,45.24,64.79,52.55
Lahore,31.5497,74.3436,2026-05-13 19:00:00+00:00,3,554.21,0.0,9.03,95.3,5.72,44.87,62.37,52.27
Lahore,31.5497,74.3436,2026-05-13 20:00:00+00:00,3,567.95,0.0,8.67,85.7,5.29,45.14,61.07,54.41
Lahore,31.5497,74.3436,2026-05-13 21:00:00+00:00,3,600.43,0.0,8.88,75.99,4.72,46.54,62.62,60.69
Lahore,31.5497,74.3436,2026-05-13 22:00:00+00:00,3,650.89,0.0,9.72,65.83,3.85,49.94,67.44,67.88
Lahore,31.5497,74.3436,2026-05-13 23:00:00+00:00,4,711.27,0.0,10.65,56.39,3.12,54.54,73.57,72.37
Lahore,31.5497,74.3436,2026-05-14 00:00:00+00:00,4,771.2,0.0,11.71,48.66,2.67,59.07,79.33,74.85
Lahore,31.5497,74.3436,2026-05-14 01:00:00+00:00,4,834.01,0.03,13.04,41.75,2.42,62.55,83.9,75.02
Lahore,31.5497,74.3436,2026-05-14 02:00:00+00:00,4,906.33,0.97,13.83,39.5,2.55,64.57,87.74,72.77
Lahore,31.5497,74.3436,2026-05-14 03:00:00+00:00,4,964.59,2.43,13.54,51.75,2.94,67.56,92.74,69.96
Lahore,31.5497,74.3436,2026-05-14 04:00:00+00:00,4,798.37,1.11,9.04,115.7,6.37,74.76,100.49,57.25
Lahore,31.5497,74.3436,2026-05-14 05:00:00+00:00,5,744.03,0.6,6.39,153.81,7.49,82.22,108.92,52.07
Lahore,31.5497,74.3436,2026-05-14 06:00:00+00:00,5,695.21,0.35,4.61,180.78,7.9,86.59,113.31,49.33
Lahore,31.5497,74.3436,2026-05-14 07:00:00+00:00,5,552.0,0.23,3.23,198.14,8.76,72.99,98.13,36.78
Lahore,31.5497,74.3436,2026-05-14 08:00:00+00:00,5,464.82,0.18,2.51,197.08,7.0,63.49,86.5,29.65
Lahore,31.5497,74.3436,2026-05-14 09:00:00+00:00,5,406.59,0.15,2.08,193.19,5.75,56.26,78.92,25.06
Lahore,31.5497,74.3436,2026-05-14 10:00:00+00:00,5,324.66,0.1,1.7,181.15,4.62,46.41,70.81,19.07
Lahore,31.5497,74.3436,2026-05-14 11:00:00+00:00,4,309.66,0.07,2.16,170.93,4.61,44.35,70.4,19.01
Lahore,31.5497,74.3436,2026-05-14 12:00:00+00:00,4,320.83,0.03,3.08,164.38,5.28,44.9,71.18,20.57
Lahore,31.5497,74.3436,2026-05-14 13:00:00+00:00,4,356.29,0.01,4.37,162.5,7.69,47.44,70.79,22.99
Lahore,31.5497,74.3436,2026-05-14 14:00:00+00:00,4,406.39,0.0,5.56,162.01,9.46,50.75,70.14,26.13
Lahore,31.5497,74.3436,2026-05-14 15:00:00+00:00,4,455.26,0.0,6.03,163.05,9.75,53.24,68.39,29.21
Lahore,31.5497,74.3436,2026-05-14 16:00:00+00:00,4,476.99,0.0,6.23,155.48,8.31,50.8,62.99,32.23
Lahore,31.5497,74.3436,2026-05-14 17:00:00+00:00,4,497.22,0.0,6.43,147.09,6.76,48.02,59.6,37.19
Lahore,31.5497,74.3436,2026-05-14 18:00:00+00:00,3,492.51,0.0,6.22,137.55,5.4,44.21,55.44,40.77
Lahore,31.5497,74.3436,2026-05-14 19:00:00+00:00,3,480.56,0.0,6.17,125.41,4.27,41.18,52.18,45.17
Lahore,31.5497,74.3436,2026-05-14 20:00:00+00:00,3,479.76,0.0,6.3,111.22,3.5,39.89,51.12,50.66
Lahore,31.5497,74.3436,2026-05-14 21:00:00+00:00,3,495.03,0.0,6.59,99.48,3.21,40.28,52.55,56.59
Lahore,31.5497,74.3436,2026-05-14 22:00:00+00:00,3,531.13,0.0,7.19,87.62,2.96,43.58,57.3,63.0
Lahore,31.5497,74.3436,2026-05-14 23:00:00+00:00,3,581.7,0.0,7.84,74.5,2.43,47.82,62.76,65.01
Lahore,31.5497,74.3436,2026-05-15 00:00:00+00:00,4,639.03,0.0,8.6,62.87,1.97,52.81,68.76,65.93
Lahore,31.5497,74.3436,2026-05-15 01:00:00+00:00,4,710.32,0.02,9.65,52.24,1.73,57.87,74.7,65.39
Lahore,31.5497,74.3436,2026-05-15 02:00:00+00:00,4,795.38,0.67,10.53,46.43,1.99,62.64,81.46,62.81
Lahore,31.5497,74.3436,2026-05-15 03:00:00+00:00,4,865.93,1.7,10.81,56.7,2.76,67.4,88.41,58.43
Lahore,31.5497,74.3436,2026-05-15 04:00:00+00:00,4,519.36,0.54,5.34,133.7,9.41,50.09,70.48,31.74
Lahore,31.5497,74.3436,2026-05-15 05:00:00+00:00,4,453.85,0.42,3.83,156.45,11.8,48.56,69.69,27.42
Lahore,31.5497,74.3436,2026-05-15 06:00:00+00:00,4,446.63,0.3,2.87,176.66,12.4,56.8,79.21,26.73
Lahore,31.5497,74.3436,2026-05-15 07:00:00+00:00,5,335.39,0.16,1.81,180.9,10.23,48.33,68.91,17.75
Lahore,31.5497,74.3436,2026-05-15 08:00:00+00:00,4,309.67,0.11,1.55,178.54,8.27,46.0,65.29,15.71
Lahore,31.5497,74.3436,2026-05-15 09:00:00+00:00,4,304.48,0.1,1.52,176.18,7.04,45.43,64.16,15.51
Lahore,31.5497,74.3436,2026-05-15 10:00:00+00:00,4,304.01,0.09,1.65,173.19,6.01,44.4,62.85,15.82
Lahore,31.5497,74.3436,2026-05-15 11:00:00+00:00,4,306.91,0.08,2.02,168.7,5.53,43.3,61.54,16.8
Lahore,31.5497,74.3436,2026-05-15 12:00:00+00:00,4,312.14,0.07,2.68,163.79,5.62,42.01,60.04,17.96
Lahore,31.5497,74.3436,2026-05-15 13:00:00+00:00,4,350.88,0.04,5.03,148.94,5.83,42.14,59.89,24.47
Lahore,31.5497,74.3436,2026-05-15 14:00:00+00:00,3,424.95,0.0,7.89,129.76,5.79,44.43,63.02,34.39
Lahore,31.5497,74.3436,2026-05-15 15:00:00+00:00,3,503.7,0.0,9.87,117.33,5.73,47.56,68.17,43.6
Lahore,31.5497,74.3436,2026-05-15 16:00:00+00:00,4,572.96,0.0,11.47,104.8,5.52,50.2,72.83,52.72
Lahore,31.5497,74.3436,2026-05-15 17:00:00+00:00,4,634.43,0.0,12.36,91.8,5.11,52.54,76.82,56.89
Lahore,31.5497,74.3436,2026-05-15 18:00:00+00:00,4,675.09,0.0,12.69,80.12,4.58,53.75,78.63,58.3
Lahore,31.5497,74.3436,2026-05-15 19:00:00+00:00,4,679.75,0.0,12.1,70.79,3.87,53.08,76.96,58.15
Lahore,31.5497,74.3436,2026-05-15 20:00:00+00:00,4,668.65,0.0,10.71,64.27,3.23,51.77,74.4,58.5
Lahore,31.5497,74.3436,2026-05-15 21:00:00+00:00,4,665.71,0.0,9.7,58.08,2.71,50.68,72.36,60.52
Lahore,31.5497,74.3436,2026-05-15 22:00:00+00:00,3,675.9,0.0,9.4,52.04,2.28,49.83,70.68,62.87
Lahore,31.5497,74.3436,2026-05-15 23:00:00+00:00,3,692.46,0.0,9.39,47.75,2.01,49.11,69.3,63.69
Lahore,31.5497,74.3436,2026-05-16 00:00:00+00:00,3,711.15,0.0,9.56,44.5,1.84,49.26,68.82,62.89
Lahore,31.5497,74.3436,2026-05-16 01:00:00+00:00,3,720.4,0.03,9.7,42.75,1.89,48.56,67.48,59.78
Lahore,31.5497,74.3436,2026-05-16 02:00:00+00:00,3,751.65,0.73,9.69,43.82,2.15,47.79,67.1,56.94
Lahore,31.5497,74.3436,2026-05-16 03:00:00+00:00,3,782.68,1.63,9.2,57.28,2.64,49.15,69.28,53.81
Lahore,31.5497,74.3436,2026-05-16 04:00:00+00:00,3,616.68,0.76,5.55,111.62,7.35,42.74,61.08,37.45
Lahore,31.5497,74.3436,2026-05-16 05:00:00+00:00,4,577.39,0.44,3.66,143.32,8.5,48.85,66.87,33.65
Lahore,31.5497,74.3436,2026-05-16 06:00:00+00:00,4,549.95,0.3,2.72,168.43,8.99,58.25,76.3,31.07
Lahore,31.5497,74.3436,2026-05-16 07:00:00+00:00,4,306.0,0.12,1.05,161.61,7.04,36.3,54.43,13.12
Lahore,31.5497,74.3436,2026-05-16 08:00:00+00:00,4,237.28,0.09,0.69,147.8,4.26,31.31,53.14,8.87
Lahore,31.5497,74.3436,2026-05-16 09:00:00+00:00,4,222.22,0.08,0.66,143.6,3.5,31.64,56.68,8.06
Lahore,31.5497,74.3436,2026-05-16 10:00:00+00:00,4,221.82,0.09,0.76,142.91,3.19,33.18,61.04,8.69
Lahore,31.5497,74.3436,2026-05-16 11:00:00+00:00,4,228.07,0.1,1.03,141.19,3.03,34.82,64.53,10.62
Lahore,31.5497,74.3436,2026-05-16 12:00:00+00:00,3,235.64,0.1,1.47,138.62,2.95,35.88,67.2,12.53
Lahore,31.5497,74.3436,2026-05-16 13:00:00+00:00,3,273.56,0.1,3.63,128.82,3.06,37.58,69.66,23.57
Lahore,31.5497,74.3436,2026-05-16 14:00:00+00:00,3,336.12,0.03,6.66,120.37,3.48,40.13,72.88,43.47
Lahore,31.5497,74.3436,2026-05-16 15:00:00+00:00,3,394.68,0.0,8.32,115.72,4.02,42.71,76.02,63.81
Lahore,31.5497,74.3436,2026-05-16 16:00:00+00:00,3,440.04,0.0,9.26,109.67,4.43,44.23,76.8,82.06
Lahore,31.5497,74.3436,2026-05-16 17:00:00+00:00,3,478.72,0.0,9.77,102.65,4.68,46.42,78.47,95.44
Lahore,31.5497,74.3436,2026-05-16 18:00:00+00:00,3,502.43,0.0,9.84,93.56,4.53,48.27,79.67,99.62
Lahore,31.5497,74.3436,2026-05-16 19:00:00+00:00,3,498.48,0.0,9.18,80.87,3.56,46.5,75.87,84.03
Lahore,31.5497,74.3436,2026-05-16 20:00:00+00:00,3,487.0,0.0,8.24,72.79,2.94,45.35,73.16,75.56
Lahore,31.5497,74.3436,2026-05-16 21:00:00+00:00,3,477.86,0.0,7.37,68.02,2.62,45.04,71.77,73.56
Lahore,31.5497,74.3436,2026-05-16 22:00:00+00:00,3,472.37,0.0,6.76,64.4,2.42,44.88,71.05,74.58
Lahore,31.5497,74.3436,2026-05-16 23:00:00+00:00,3,472.58,0.0,6.45,61.12,2.26,45.22,71.68,76.58
Lahore,31.5497,74.3436,2026-05-17 00:00:00+00:00,3,475.51,0.0,6.42,58.35,2.16,46.36,73.47,80.08
Lahore,31.5497,74.3436,2026-05-17 01:00:00+00:00,3,479.06,0.01,6.65,55.52,2.18,46.85,74.6,82.57
Lahore,31.5497,74.3436,2026-05-17 02:00:00+00:00,3,502.51,0.38,7.15,52.93,2.31,46.1,75.29,76.27
Lahore,31.5497,74.3436,2026-05-17 03:00:00+00:00,3,530.17,1.11,7.33,60.93,2.63,47.26,78.54,67.4
Lahore,31.5497,74.3436,2026-05-17 04:00:00+00:00,3,378.22,0.42,3.62,120.45,6.53,44.03,79.39,33.07
Lahore,31.5497,74.3436,2026-05-17 05:00:00+00:00,3,355.42,0.3,2.56,138.57,7.11,47.08,84.26,28.83
Lahore,31.5497,74.3436,2026-05-17 06:00:00+00:00,4,341.5,0.23,2.02,153.48,7.55,51.56,90.52,26.6
Lahore,31.5497,74.3436,2026-05-17 07:00:00+00:00,4,219.19,0.11,0.88,143.18,6.37,42.25,98.72,11.24
Lahore,31.5497,74.3436,2026-05-17 08:00:00+00:00,3,175.78,0.08,0.61,131.71,4.66,37.12,98.29,7.5
Lahore,31.5497,74.3436,2026-05-17 09:00:00+00:00,3,163.56,0.07,0.58,128.63,3.89,34.98,95.36,6.67
Lahore,31.5497,74.3436,2026-05-17 10:00:00+00:00,3,162.98,0.08,0.67,128.43,3.46,34.63,95.0,7.22
Lahore,31.5497,74.3436,2026-05-17 11:00:00+00:00,3,168.88,0.09,0.91,127.3,3.28,35.39,95.94,9.11
Lahore,31.5497,74.3436,2026-05-17 12:00:00+00:00,3,177.42,0.1,1.35,126.45,3.25,36.22,96.37,11.1
Lahore,31.5497,74.3436,2026-05-17 13:00:00+00:00,3,220.58,0.1,3.66,114.0,3.35,37.96,95.08,20.46
Lahore,31.5497,74.3436,2026-05-17 14:00:00+00:00,3,289.58,0.02,6.75,96.12,3.48,40.68,95.29,32.99
Lahore,31.5497,74.3436,2026-05-17 15:00:00+00:00,3,352.16,0.0,8.53,83.86,3.58,43.47,98.07,42.8
Lahore,31.5497,74.3436,2026-05-17 16:00:00+00:00,3,395.5,0.0,9.43,75.4,3.56,45.37,99.97,50.48
Lahore,31.5497,74.3436,2026-05-17 17:00:00+00:00,4,432.29,0.0,9.97,69.47,3.51,47.43,102.92,55.84
Lahore,31.5497,74.3436,2026-05-17 18:00:00+00:00,4,465.54,0.0,10.58,64.67,3.41,49.17,105.41,60.31
Lahore,31.5497,74.3436,2026-05-17 19:00:00+00:00,4,481.96,0.0,10.82,60.21,3.13,50.0,106.05,63.19
Lahore,31.5497,74.3436,2026-05-17 20:00:00+00:00,4,496.88,0.0,10.7,56.51,2.83,50.99,106.63,63.8
Lahore,31.5497,74.3436,2026-05-17 21:00:00+00:00,4,515.58,0.0,10.39,53.37,2.58,52.15,106.72,63.44
Lahore,31.5497,74.3436,2026-05-17 22:00:00+00:00,4,531.77,0.0,10.15,50.62,2.38,52.82,105.67,63.01
Lahore,31.5497,74.3436,2026-05-17 23:00:00+00:00,4,545.78,0.0,10.09,47.73,2.23,53.4,105.83,63.87
Lahore,31.5497,74.3436,2026-05-18 00:00:00+00:00,4,563.88,0.0,10.3,43.93,2.05,53.96,106.88,66.03
Lahore,31.5497,74.3436,2026-05-18 01:00:00+00:00,4,586.25,0.03,10.78,39.06,1.9,54.15,107.58,66.98
Lahore,31.5497,74.3436,2026-05-18 02:00:00+00:00,4,629.52,0.96,10.95,37.8,2.11,55.05,110.31,63.72
Lahore,31.5497,74.3436,2026-05-18 03:00:00+00:00,4,669.43,2.18,10.66,50.24,2.47,57.55,116.47,57.73
Lahore,31.5497,74.3436,2026-05-18 04:00:00+00:00,4,433.61,0.77,5.44,106.15,4.01,52.71,126.37,32.05
Lahore,31.5497,74.3436,2026-05-18 05:00:00+00:00,4,408.88,0.49,3.88,130.86,4.13,61.4,139.79,29.85
Lahore,31.5497,74.3436,2026-05-18 06:00:00+00:00,4,399.58,0.35,3.04,152.44,4.41,73.87,153.23,29.2
Lahore,31.5497,74.3436,2026-05-18 07:00:00+00:00,4,238.42,0.18,1.43,144.83,6.59,53.37,125.82,14.47
Lahore,31.5497,74.3436,2026-05-18 08:00:00+00:00,4,196.16,0.13,1.06,142.47,6.95,47.34,112.92,11.12
Lahore,31.5497,74.3436,2026-05-18 09:00:00+00:00,4,183.7,0.11,0.95,141.95,6.4,44.8,105.95,10.23
Lahore,31.5497,74.3436,2026-05-18 10:00:00+00:00,3,178.69,0.12,1.08,139.91,5.45,41.98,98.88,10.64
Lahore,31.5497,74.3436,2026-05-18 11:00:00+00:00,3,180.09,0.16,1.54,135.38,4.63,38.74,91.47,12.25
Lahore,31.5497,74.3436,2026-05-18 12:00:00+00:00,3,184.76,0.18,2.33,129.74,4.06,35.42,85.05,13.74
Lahore,31.5497,74.3436,2026-05-18 13:00:00+00:00,3,233.71,0.18,5.48,114.37,3.93,34.32,80.38,21.48
Lahore,31.5497,74.3436,2026-05-18 14:00:00+00:00,3,320.14,0.03,9.85,95.03,4.16,35.29,79.58,32.41
Lahore,31.5497,74.3436,2026-05-18 15:00:00+00:00,3,401.85,0.0,12.7,81.52,4.51,36.82,81.85,41.1
Lahore,31.5497,74.3436,2026-05-18 16:00:00+00:00,3,460.03,0.0,14.55,72.85,4.79,37.96,84.13,51.25
Lahore,31.5497,74.3436,2026-05-18 17:00:00+00:00,3,508.63,0.0,15.85,66.38,4.95,39.53,87.69,61.48
Lahore,31.5497,74.3436,2026-05-18 18:00:00+00:00,3,544.6,0.0,16.92,59.56,4.86,40.68,90.62,70.72
Lahore,31.5497,74.3436,2026-05-18 19:00:00+00:00,3,546.31,0.0,16.98,53.66,4.44,40.11,90.39,76.63
Lahore,31.5497,74.3436,2026-05-18 20:00:00+00:00,3,541.27,0.0,16.4,50.7,4.06,39.32,89.85,78.24
Lahore,31.5497,74.3436,2026-05-18 21:00:00+00:00,3,527.46,0.0,15.37,49.82,3.64,38.38,89.02,73.53
Lahore,31.5497,74.3436,2026-05-18 22:00:00+00:00,3,389.44,0.0,9.64,65.66,2.76,33.74,87.94,45.87
Lahore,31.5497,74.3436,2026-05-18 23:00:00+00:00,3,334.78,0.0,7.64,67.4,2.18,31.45,84.34,37.88
Lahore,31.5497,74.3436,2026-05-19 00:00:00+00:00,3,299.66,0.0,6.59,67.4,1.81,29.82,81.97,34.63
Lahore,31.5497,74.3436,2026-05-20 01:00:00+00:00,3,657.99,0.06,13.19,29.18,2.44,47.32,97.82,73.34
Lahore,31.5497,74.3436,2026-05-20 02:00:00+00:00,3,680.8,1.32,12.24,31.49,2.68,46.55,99.35,68.33
Lahore,31.5497,74.3436,2026-05-20 03:00:00+00:00,4,698.28,2.55,11.35,45.34,3.03,48.27,106.18,61.42
Lahore,31.5497,74.3436,2026-05-20 04:00:00+00:00,4,460.92,0.99,6.28,92.43,4.35,45.72,128.66,38.95
Lahore,31.5497,74.3436,2026-05-20 05:00:00+00:00,4,387.37,0.51,3.89,119.46,4.02,53.1,145.64,32.3
Lahore,31.5497,74.3436,2026-05-20 06:00:00+00:00,4,369.35,0.33,2.84,140.33,3.41,64.82,163.62,30.12
Lahore,31.5497,74.3436,2026-05-20 07:00:00+00:00,4,177.7,0.12,0.88,122.05,1.98,39.78,134.68,9.95
Lahore,31.5497,74.3436,2026-05-20 08:00:00+00:00,4,137.75,0.07,0.58,114.29,1.72,32.83,115.99,6.03
Lahore,31.5497,74.3436,2026-05-20 09:00:00+00:00,4,130.62,0.07,0.6,112.17,1.73,31.78,112.99,5.48
Lahore,31.5497,74.3436,2026-05-20 10:00:00+00:00,4,132.15,0.07,0.75,112.15,1.82,32.19,114.31,6.05
Lahore,31.5497,74.3436,2026-05-20 11:00:00+00:00,4,138.9,0.09,1.09,111.09,1.97,32.73,114.72,7.74
Lahore,31.5497,74.3436,2026-05-20 12:00:00+00:00,4,147.13,0.1,1.59,109.9,2.09,32.7,113.77,9.29
Lahore,31.5497,74.3436,2026-05-20 13:00:00+00:00,4,197.98,0.13,4.57,98.86,2.32,33.39,110.83,18.3
Lahore,31.5497,74.3436,2026-05-20 14:00:00+00:00,4,288.22,0.02,8.82,82.65,2.78,35.58,110.24,31.44
Lahore,31.5497,74.3436,2026-05-20 15:00:00+00:00,4,382.96,0.0,11.76,69.99,3.29,38.63,111.99,42.47
Lahore,31.5497,74.3436,2026-05-20 16:00:00+00:00,4,458.65,0.0,13.52,61.55,3.64,41.68,113.01,50.48
Lahore,31.5497,74.3436,2026-05-20 17:00:00+00:00,4,508.44,0.0,14.01,58.46,3.99,44.77,113.69,53.57
Lahore,31.5497,74.3436,2026-05-20 18:00:00+00:00,4,518.26,0.0,13.14,62.04,4.53,46.7,112.63,52.38
Lahore,31.5497,74.3436,2026-05-20 19:00:00+00:00,4,478.44,0.0,10.9,69.05,5.16,46.41,107.78,48.43
Lahore,31.5497,74.3436,2026-05-20 20:00:00+00:00,4,470.84,0.0,9.81,67.38,5.22,47.05,103.14,50.53
Lahore,31.5497,74.3436,2026-05-20 21:00:00+00:00,4,469.24,0.0,8.89,64.62,5.15,47.63,100.29,53.05
Lahore,31.5497,74.3436,2026-05-20 22:00:00+00:00,3,472.9,0.0,8.41,59.51,4.76,48.03,97.7,55.41
Lahore,31.5497,74.3436,2026-05-20 23:00:00+00:00,3,488.91,0.0,8.54,52.13,4.06,48.91,95.99,58.22
Lahore,31.5497,74.3436,2026-05-21 00:00:00+00:00,3,507.01,0.0,8.93,44.61,3.39,49.88,95.46,60.63
Lahore,31.5497,74.3436,2026-05-21 01:00:00+00:00,4,524.46,0.02,9.35,38.51,2.98,50.32,95.17,61.44
Lahore,31.5497,74.3436,2026-05-21 02:00:00+00:00,4,567.12,0.72,9.75,37.45,3.27,51.81,95.4,59.55
Lahore,31.5497,74.3436,2026-05-21 03:00:00+00:00,4,615.99,1.83,9.77,50.96,4.1,54.58,94.77,56.46
Lahore,31.5497,74.3436,2026-05-21 04:00:00+00:00,3,384.2,0.6,4.98,115.81,8.89,46.13,81.0,32.39
Lahore,31.5497,74.3436,2026-05-21 05:00:00+00:00,4,317.98,0.37,3.19,140.71,9.5,45.35,74.28,24.61
Lahore,31.5497,74.3436,2026-05-21 06:00:00+00:00,4,305.19,0.27,2.51,161.33,9.68,50.2,76.88,23.61
Lahore,31.5497,74.3436,2026-05-21 07:00:00+00:00,4,228.23,0.16,1.38,156.19,6.53,44.09,84.65,14.67
Lahore,31.5497,74.3436,2026-05-21 08:00:00+00:00,4,181.41,0.11,0.9,141.27,4.48,38.83,91.91,9.93
Lahore,31.5497,74.3436,2026-05-21 09:00:00+00:00,3,167.66,0.1,0.82,135.99,3.91,37.26,93.96,8.84
Lahore,31.5497,74.3436,2026-05-21 10:00:00+00:00,3,165.07,0.1,0.92,135.32,3.83,37.12,95.36,8.92
Lahore,31.5497,74.3436,2026-05-21 11:00:00+00:00,3,168.98,0.11,1.27,135.32,4.05,37.33,95.4,9.86
Lahore,31.5497,74.3436,2026-05-21 12:00:00+00:00,3,176.49,0.1,1.91,134.75,4.41,37.42,95.29,10.86
Lahore,31.5497,74.3436,2026-05-21 13:00:00+00:00,3,197.81,0.07,3.21,132.89,4.98,38.19,95.5,13.91
Lahore,31.5497,74.3436,2026-05-21 14:00:00+00:00,3,240.97,0.01,4.85,131.95,5.7,39.88,94.49,18.84
Lahore,31.5497,74.3436,2026-05-21 15:00:00+00:00,3,298.03,0.0,6.19,130.85,6.28,41.59,91.95,23.0
Lahore,31.5497,74.3436,2026-05-21 16:00:00+00:00,3,346.96,0.0,7.23,124.58,6.5,41.69,88.18,25.45
Lahore,31.5497,74.3436,2026-05-21 17:00:00+00:00,3,383.46,0.0,7.95,116.81,6.71,41.38,87.13,27.1
Lahore,31.5497,74.3436,2026-05-21 18:00:00+00:00,3,395.05,0.0,8.19,108.56,6.99,39.87,85.21,27.46
Lahore,31.5497,74.3436,2026-05-21 19:00:00+00:00,3,363.26,0.0,7.33,102.4,7.51,36.3,78.53,25.53
Lahore,31.5497,74.3436,2026-05-21 20:00:00+00:00,3,337.6,0.0,6.5,98.41,8.01,33.37,70.5,25.7
