city,latitude,longitude,timestamp,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Islamabad,33.7104,73.1338,2026-02-16 09:00:00+00:00,5,633.03,0.37,3.74,171.11,4.7,105.92,151.24,29.41
Islamabad,33.7104,73.1338,2026-02-16 10:00:00+00:00,5,635.37,0.23,6.04,162.56,4.58,100.56,145.55,31.28
Islamabad,33.7104,73.1338,2026-02-16 11:00:00+00:00,5,703.76,0.21,10.89,139.66,4.33,99.05,144.6,39.07
Islamabad,33.7104,73.1338,2026-02-16 12:00:00+00:00,5,779.67,0.12,16.43,119.99,4.17,97.85,144.94,48.08
Islamabad,33.7104,73.1338,2026-02-16 13:00:00+00:00,5,886.68,0.01,23.27,102.65,4.37,100.08,149.33,63.49
Islamabad,33.7104,73.1338,2026-02-16 14:00:00+00:00,5,1014.14,0.0,28.8,85.6,4.65,105.92,158.56,77.91
Islamabad,33.7104,73.1338,2026-02-16 15:00:00+00:00,5,1122.08,0.0,31.76,72.22,4.86,112.24,168.91,90.11
Islamabad,33.7104,73.1338,2026-02-16 16:00:00+00:00,5,1195.6,0.0,32.87,60.62,4.94,116.65,175.95,100.15
Islamabad,33.7104,73.1338,2026-02-16 17:00:00+00:00,5,1285.88,0.0,34.52,51.95,5.18,123.89,186.64,112.99
Islamabad,33.7104,73.1338,2026-02-16 18:00:00+00:00,5,1361.4,0.0,36.39,44.71,5.34,130.71,196.25,126.3
Islamabad,33.7104,73.1338,2026-02-16 19:00:00+00:00,5,1365.47,0.0,36.28,39.18,5.13,132.51,197.64,136.03
Islamabad,33.7104,73.1338,2026-02-16 20:00:00+00:00,5,1332.74,0.0,33.99,36.8,4.62,132.18,196.45,138.11
Islamabad,33.7104,73.1338,2026-02-16 21:00:00+00:00,5,1281.49,0.0,30.54,36.41,3.94,130.89,193.8,132.63
Islamabad,33.7104,73.1338,2026-02-16 22:00:00+00:00,5,1214.42,0.0,26.77,37.01,3.12,128.95,189.52,119.43
Islamabad,33.7104,73.1338,2026-02-16 23:00:00+00:00,5,1189.66,0.0,24.36,35.56,2.51,130.98,190.17,110.97
Islamabad,33.7104,73.1338,2026-02-17 00:00:00+00:00,5,1203.2,0.0,23.27,32.04,2.14,136.43,195.21,106.16
Islamabad,33.7104,73.1338,2026-02-17 01:00:00+00:00,5,1240.57,0.01,23.0,27.62,1.94,143.61,202.81,99.94
Islamabad,33.7104,73.1338,2026-02-17 02:00:00+00:00,5,1337.51,0.09,25.59,21.2,2.08,152.42,214.62,90.63
Islamabad,33.7104,73.1338,2026-02-17 03:00:00+00:00,5,1507.45,1.54,30.41,13.25,2.37,161.36,227.42,81.63
Islamabad,33.7104,73.1338,2026-02-17 04:00:00+00:00,5,1668.61,6.49,29.31,13.58,2.46,169.37,237.64,72.23
Islamabad,33.7104,73.1338,2026-02-17 05:00:00+00:00,5,1720.12,8.46,26.98,20.75,2.45,173.7,241.72,65.59
Islamabad,33.7104,73.1338,2026-02-17 06:00:00+00:00,5,1604.99,5.84,25.18,36.67,2.54,168.63,233.87,57.44
Islamabad,33.7104,73.1338,2026-02-17 07:00:00+00:00,5,752.9,0.29,7.2,120.05,5.14,123.07,167.72,24.02
Islamabad,33.7104,73.1338,2026-02-17 08:00:00+00:00,5,565.18,0.18,4.19,132.09,5.04,97.73,133.54,17.46
Islamabad,33.7104,73.1338,2026-02-17 09:00:00+00:00,5,489.28,0.18,3.28,136.47,4.56,81.78,112.89,15.3
Islamabad,33.7104,73.1338,2026-02-17 10:00:00+00:00,4,480.61,0.07,4.94,128.5,4.01,71.15,99.99,19.1
Islamabad,33.7104,73.1338,2026-02-17 11:00:00+00:00,4,521.62,0.06,8.56,112.52,3.72,64.56,93.53,27.13
Islamabad,33.7104,73.1338,2026-02-17 12:00:00+00:00,4,575.42,0.03,12.81,101.02,3.74,60.23,89.98,34.9
Islamabad,33.7104,73.1338,2026-02-17 13:00:00+00:00,4,680.18,0.01,19.86,89.21,4.15,60.0,91.54,49.31
Islamabad,33.7104,73.1338,2026-02-17 14:00:00+00:00,4,815.57,0.0,26.97,76.7,4.78,63.26,98.16,68.35
Islamabad,33.7104,73.1338,2026-02-17 15:00:00+00:00,4,925.04,0.0,30.82,67.93,5.41,67.38,106.21,86.56
Islamabad,33.7104,73.1338,2026-02-17 16:00:00+00:00,4,991.86,0.0,31.84,61.49,5.84,70.83,112.59,102.46
Islamabad,33.7104,73.1338,2026-02-17 17:00:00+00:00,4,1042.34,0.0,31.46,56.79,5.91,74.9,119.56,113.74
Islamabad,33.7104,73.1338,2026-02-17 18:00:00+00:00,5,1067.71,0.0,30.32,52.5,5.47,77.66,123.8,118.59
Islamabad,33.7104,73.1338,2026-02-17 19:00:00+00:00,5,1033.8,0.0,27.92,49.79,4.73,76.81,121.58,121.68
Islamabad,33.7104,73.1338,2026-02-17 20:00:00+00:00,5,1005.68,0.0,25.45,50.52,4.36,76.61,120.47,130.68
Islamabad,33.7104,73.1338,2026-02-17 21:00:00+00:00,5,987.44,0.0,23.15,51.83,4.17,77.5,121.27,139.99
Islamabad,33.7104,73.1338,2026-02-17 22:00:00+00:00,5,963.75,0.0,21.17,52.89,4.03,77.67,121.52,149.07
Islamabad,33.7104,73.1338,2026-02-17 23:00:00+00:00,5,950.34,0.0,19.92,53.4,3.98,78.32,122.52,160.99
Islamabad,33.7104,73.1338,2026-02-18 00:00:00+00:00,5,947.62,0.0,19.41,51.3,3.83,79.78,124.19,166.24
Islamabad,33.7104,73.1338,2026-02-18 01:00:00+00:00,5,960.86,0.0,19.25,44.16,2.54,81.9,125.98,109.44
Islamabad,33.7104,73.1338,2026-02-18 02:00:00+00:00,5,1030.8,0.01,21.91,35.73,2.15,85.52,131.92,78.26
Islamabad,33.7104,73.1338,2026-02-18 03:00:00+00:00,5,1156.48,0.68,27.1,27.69,2.28,89.22,139.41,68.65
Islamabad,33.7104,73.1338,2026-02-18 04:00:00+00:00,5,1253.99,4.91,25.72,29.36,2.35,90.36,143.17,64.68
Islamabad,33.7104,73.1338,2026-02-18 05:00:00+00:00,5,1268.72,7.19,22.28,39.47,2.39,90.3,143.12,60.87
Islamabad,33.7104,73.1338,2026-02-18 06:00:00+00:00,5,1171.09,5.49,19.32,62.36,2.58,90.61,141.4,51.26
Islamabad,33.7104,73.1338,2026-02-18 07:00:00+00:00,3,375.18,0.37,2.75,133.08,2.72,39.57,65.66,11.92
Islamabad,33.7104,73.1338,2026-02-18 08:00:00+00:00,3,292.53,0.17,1.38,136.36,2.1,32.73,51.38,8.0
Islamabad,33.7104,73.1338,2026-02-18 09:00:00+00:00,3,272.93,0.14,1.29,136.22,2.02,31.0,47.53,7.12
Islamabad,33.7104,73.1338,2026-02-18 10:00:00+00:00,3,275.63,0.14,1.66,137.2,2.14,31.24,47.11,7.78
Islamabad,33.7104,73.1338,2026-02-18 11:00:00+00:00,3,292.26,0.16,2.64,134.87,2.37,32.6,48.65,10.24
Islamabad,33.7104,73.1338,2026-02-18 12:00:00+00:00,3,314.77,0.11,4.16,130.17,2.58,33.29,49.6,13.02
Islamabad,33.7104,73.1338,2026-02-18 13:00:00+00:00,3,435.82,0.02,11.19,108.75,2.87,37.14,55.67,24.66
Islamabad,33.7104,73.1338,2026-02-18 14:00:00+00:00,3,634.31,0.0,20.5,82.14,3.26,45.8,69.43,41.11
Islamabad,33.7104,73.1338,2026-02-18 15:00:00+00:00,4,821.36,0.0,27.14,64.67,3.66,57.28,86.91,56.46
Islamabad,33.7104,73.1338,2026-02-18 16:00:00+00:00,4,957.86,0.0,30.73,52.52,4.08,67.97,102.21,73.5
Islamabad,33.7104,73.1338,2026-02-18 17:00:00+00:00,5,1070.85,0.0,32.96,44.67,4.43,78.03,116.01,91.07
Islamabad,33.7104,73.1338,2026-02-18 18:00:00+00:00,5,1140.65,0.0,34.15,39.43,4.56,85.87,125.83,107.73
Islamabad,33.7104,73.1338,2026-02-18 19:00:00+00:00,5,1133.22,0.0,32.88,36.51,4.32,89.22,128.21,121.09
Islamabad,33.7104,73.1338,2026-02-18 20:00:00+00:00,5,1102.05,0.0,30.11,36.25,4.06,91.28,129.29,131.49
Islamabad,33.7104,73.1338,2026-02-18 21:00:00+00:00,5,1056.57,0.0,26.65,37.67,3.85,92.58,130.38,138.79
Islamabad,33.7104,73.1338,2026-02-18 22:00:00+00:00,5,985.52,0.0,22.81,40.86,3.57,92.13,130.43,140.78
Islamabad,33.7104,73.1338,2026-02-18 23:00:00+00:00,5,931.53,0.0,19.88,43.26,3.28,92.45,131.96,141.23
Islamabad,33.7104,73.1338,2026-02-19 00:00:00+00:00,5,911.65,0.0,18.54,43.02,3.0,94.3,135.19,142.23
Islamabad,33.7104,73.1338,2026-02-19 01:00:00+00:00,5,928.72,0.0,18.9,39.26,2.79,97.04,139.42,140.26
Islamabad,33.7104,73.1338,2026-02-19 02:00:00+00:00,5,1024.94,0.01,22.84,31.21,3.01,103.03,149.26,138.76
Islamabad,33.7104,73.1338,2026-02-19 03:00:00+00:00,5,1198.99,1.18,29.05,20.06,3.43,111.73,162.94,135.3
Islamabad,33.7104,73.1338,2026-02-19 04:00:00+00:00,5,1372.37,7.76,26.27,19.91,3.41,119.54,174.37,118.36
Islamabad,33.7104,73.1338,2026-02-19 05:00:00+00:00,5,1485.19,11.18,23.9,28.39,3.09,127.01,183.42,94.0
Islamabad,33.7104,73.1338,2026-02-19 06:00:00+00:00,5,1547.1,9.32,25.02,48.84,3.01,139.54,195.99,76.57
Islamabad,33.7104,73.1338,2026-02-19 07:00:00+00:00,4,502.85,0.54,4.19,142.78,4.03,66.63,97.03,19.02
Islamabad,33.7104,73.1338,2026-02-19 08:00:00+00:00,4,373.77,0.21,1.87,151.42,3.39,50.49,71.58,11.91
Islamabad,33.7104,73.1338,2026-02-19 09:00:00+00:00,4,344.29,0.17,1.61,152.58,3.14,46.09,64.3,10.83
Islamabad,33.7104,73.1338,2026-02-19 10:00:00+00:00,4,342.34,0.17,1.96,154.09,3.08,46.21,63.94,11.62
Islamabad,33.7104,73.1338,2026-02-19 11:00:00+00:00,4,356.03,0.18,2.96,150.37,3.08,47.58,66.17,14.34
Islamabad,33.7104,73.1338,2026-02-19 12:00:00+00:00,4,375.21,0.12,4.51,143.71,3.08,48.1,68.13,17.23
Islamabad,33.7104,73.1338,2026-02-19 13:00:00+00:00,4,469.05,0.02,10.11,124.9,3.17,51.37,74.27,25.25
Islamabad,33.7104,73.1338,2026-02-19 14:00:00+00:00,4,616.83,0.0,16.65,100.96,3.3,57.82,85.8,37.2
Islamabad,33.7104,73.1338,2026-02-19 15:00:00+00:00,4,735.61,0.0,19.85,84.57,3.27,64.53,98.42,46.74
Islamabad,33.7104,73.1338,2026-02-19 16:00:00+00:00,4,807.65,0.0,20.77,71.96,3.08,69.99,108.67,54.62
Islamabad,33.7104,73.1338,2026-02-19 17:00:00+00:00,5,872.15,0.0,21.3,63.0,3.09,75.81,119.46,66.03
Islamabad,33.7104,73.1338,2026-02-19 18:00:00+00:00,5,910.95,0.0,21.48,57.16,3.17,79.92,127.28,80.38
Islamabad,33.7104,73.1338,2026-02-19 19:00:00+00:00,5,895.73,0.0,20.56,54.01,3.13,80.76,129.13,96.17
Islamabad,33.7104,73.1338,2026-02-19 20:00:00+00:00,5,882.82,0.0,19.26,51.44,3.08,82.19,131.91,109.62
Islamabad,33.7104,73.1338,2026-02-19 21:00:00+00:00,5,882.63,0.0,18.5,48.2,3.04,84.81,136.04,119.57
Islamabad,33.7104,73.1338,2026-02-19 22:00:00+00:00,5,885.28,0.0,18.01,45.02,2.97,87.17,139.49,125.18
Islamabad,33.7104,73.1338,2026-02-19 23:00:00+00:00,5,899.37,0.0,17.99,42.56,3.02,90.21,143.41,132.83
Islamabad,33.7104,73.1338,2026-02-20 00:00:00+00:00,5,926.4,0.0,18.68,39.59,3.12,93.71,147.42,141.37
Islamabad,33.7104,73.1338,2026-02-20 01:00:00+00:00,5,962.88,0.0,20.17,34.85,3.2,96.82,150.54,142.78
Islamabad,33.7104,73.1338,2026-02-20 02:00:00+00:00,5,1063.3,0.08,24.35,26.24,3.34,102.48,158.5,132.66
Islamabad,33.7104,73.1338,2026-02-20 03:00:00+00:00,5,1235.62,2.25,29.43,15.55,3.37,110.05,169.71,112.46
Islamabad,33.7104,73.1338,2026-02-20 04:00:00+00:00,5,1393.54,9.98,25.1,16.79,3.09,115.43,177.18,89.33
Islamabad,33.7104,73.1338,2026-02-20 05:00:00+00:00,5,1470.33,12.84,22.91,25.04,2.84,118.9,180.08,78.16
Islamabad,33.7104,73.1338,2026-02-20 06:00:00+00:00,5,1480.93,9.93,24.25,45.69,2.85,126.08,184.96,68.5
Islamabad,33.7104,73.1338,2026-02-20 07:00:00+00:00,4,445.69,0.51,3.73,139.34,4.56,58.26,92.75,18.57
Islamabad,33.7104,73.1338,2026-02-20 08:00:00+00:00,4,335.28,0.2,1.67,146.52,3.18,45.52,71.21,13.37
Islamabad,33.7104,73.1338,2026-02-20 09:00:00+00:00,4,313.59,0.17,1.5,147.26,2.74,42.24,65.3,12.54
Islamabad,33.7104,73.1338,2026-02-20 10:00:00+00:00,4,315.18,0.17,1.78,149.23,2.59,42.58,65.49,13.18
Islamabad,33.7104,73.1338,2026-02-20 11:00:00+00:00,4,326.13,0.18,2.53,146.41,2.53,43.59,66.97,15.08
Islamabad,33.7104,73.1338,2026-02-20 12:00:00+00:00,4,341.21,0.11,3.76,141.37,2.54,44.18,68.21,17.02
Islamabad,33.7104,73.1338,2026-02-20 13:00:00+00:00,3,430.68,0.02,9.15,123.84,2.76,47.56,73.69,23.97
Islamabad,33.7104,73.1338,2026-02-20 14:00:00+00:00,4,580.21,0.0,15.77,100.79,3.11,54.83,85.43,35.12
Islamabad,33.7104,73.1338,2026-02-20 15:00:00+00:00,4,707.2,0.0,19.35,85.18,3.31,63.35,98.97,44.13
Islamabad,33.7104,73.1338,2026-02-20 16:00:00+00:00,4,799.28,0.0,20.98,71.99,3.25,71.19,110.52,51.36
Islamabad,33.7104,73.1338,2026-02-20 17:00:00+00:00,5,888.12,0.0,22.08,61.17,3.09,79.73,122.39,58.18
Islamabad,33.7104,73.1338,2026-02-20 18:00:00+00:00,5,938.14,0.0,22.16,53.7,2.76,86.37,130.61,63.76
Islamabad,33.7104,73.1338,2026-02-20 19:00:00+00:00,5,903.94,0.0,20.15,49.87,2.26,87.57,129.94,67.64
Islamabad,33.7104,73.1338,2026-02-20 20:00:00+00:00,5,845.9,0.0,17.0,49.49,1.81,87.47,127.68,69.74
Islamabad,33.7104,73.1338,2026-02-20 21:00:00+00:00,5,792.64,0.0,14.34,50.37,1.53,87.61,126.19,70.5
Islamabad,33.7104,73.1338,2026-02-20 22:00:00+00:00,5,741.76,0.0,12.24,51.92,1.39,87.26,124.32,69.88
Islamabad,33.7104,73.1338,2026-02-20 23:00:00+00:00,5,705.44,0.0,10.9,53.68,1.41,87.53,123.49,72.27
Islamabad,33.7104,73.1338,2026-02-21 00:00:00+00:00,5,684.7,0.0,10.34,54.75,1.52,88.52,123.87,77.3
Islamabad,33.7104,73.1338,2026-02-21 01:00:00+00:00,5,682.25,0.0,10.6,54.67,1.69,90.19,125.42,82.64
Islamabad,33.7104,73.1338,2026-02-21 02:00:00+00:00,5,730.88,0.0,12.8,51.48,2.0,94.15,130.95,81.36
Islamabad,33.7104,73.1338,2026-02-21 03:00:00+00:00,5,819.43,0.34,16.5,46.65,2.28,99.5,138.56,72.73
Islamabad,33.7104,73.1338,2026-02-21 04:00:00+00:00,5,882.43,2.52,15.95,46.82,2.28,102.37,142.67,61.34
Islamabad,33.7104,73.1338,2026-02-21 05:00:00+00:00,5,912.17,3.87,14.14,54.06,2.27,104.4,144.5,56.85
Islamabad,33.7104,73.1338,2026-02-21 06:00:00+00:00,5,903.6,3.18,12.71,74.44,2.44,108.97,148.1,51.46
Islamabad,33.7104,73.1338,2026-02-21 07:00:00+00:00,4,399.12,0.25,2.06,150.17,4.02,61.62,82.23,12.14
Islamabad,33.7104,73.1338,2026-02-21 08:00:00+00:00,4,337.96,0.13,1.18,152.5,3.67,49.62,66.43,9.45
Islamabad,33.7104,73.1338,2026-02-21 09:00:00+00:00,4,331.12,0.12,1.19,153.34,3.81,48.17,65.15,9.42
Islamabad,33.7104,73.1338,2026-02-21 10:00:00+00:00,4,343.9,0.14,1.55,155.87,4.3,50.19,68.64,11.05
Islamabad,33.7104,73.1338,2026-02-21 11:00:00+00:00,4,367.41,0.15,2.43,154.1,5.06,54.3,74.94,14.43
Islamabad,33.7104,73.1338,2026-02-21 12:00:00+00:00,4,395.69,0.1,3.77,150.72,5.92,58.53,81.5,17.95
Islamabad,33.7104,73.1338,2026-02-21 13:00:00+00:00,4,460.06,0.02,7.31,138.39,6.54,63.84,89.24,24.6
Islamabad,33.7104,73.1338,2026-02-21 14:00:00+00:00,4,548.28,0.0,11.14,121.54,6.68,71.13,98.96,32.92
Islamabad,33.7104,73.1338,2026-02-21 15:00:00+00:00,5,620.5,0.0,13.37,108.43,6.54,77.87,107.83,39.53
Islamabad,33.7104,73.1338,2026-02-21 16:00:00+00:00,5,689.8,0.0,15.19,92.07,5.67,83.06,114.3,46.74
Islamabad,33.7104,73.1338,2026-02-21 17:00:00+00:00,5,776.78,0.0,17.35,76.58,4.7,89.31,122.92,55.41
Islamabad,33.7104,73.1338,2026-02-21 18:00:00+00:00,5,836.3,0.0,18.72,66.47,4.06,94.72,130.74,63.26
Islamabad,33.7104,73.1338,2026-02-21 19:00:00+00:00,5,840.09,0.0,18.44,62.41,4.03,97.2,134.39,78.1
Islamabad,33.7104,73.1338,2026-02-21 20:00:00+00:00,5,828.46,0.0,17.31,63.38,4.48,99.66,138.13,98.57
Islamabad,33.7104,73.1338,2026-02-21 21:00:00+00:00,5,818.9,0.0,16.12,65.04,4.91,102.52,142.41,116.47
Islamabad,33.7104,73.1338,2026-02-21 22:00:00+00:00,5,809.39,0.0,14.88,66.74,5.29,105.16,146.56,131.17
Islamabad,33.7104,73.1338,2026-02-21 23:00:00+00:00,5,803.45,0.0,13.91,68.86,5.64,108.47,151.56,144.91
Islamabad,33.7104,73.1338,2026-02-22 00:00:00+00:00,5,810.16,0.0,13.66,70.01,5.93,112.21,156.85,160.56
Islamabad,33.7104,73.1338,2026-02-24 01:00:00+00:00,5,910.04,0.0,18.58,50.23,4.61,98.55,167.1,180.84
Islamabad,33.7104,73.1338,2026-02-24 02:00:00+00:00,5,1013.25,0.0,22.52,39.17,4.32,104.74,176.61,169.15
Islamabad,33.7104,73.1338,2026-02-24 03:00:00+00:00,5,1191.13,1.14,28.61,25.52,3.88,112.76,188.58,135.28
Islamabad,33.7104,73.1338,2026-02-24 04:00:00+00:00,5,1345.19,7.04,26.02,23.88,3.25,118.54,195.74,99.79
Islamabad,33.7104,73.1338,2026-02-24 05:00:00+00:00,5,1423.58,9.51,23.46,33.67,3.14,123.78,200.17,87.54
Islamabad,33.7104,73.1338,2026-02-24 06:00:00+00:00,5,1408.85,6.98,22.63,60.46,3.36,133.88,208.44,77.06
Islamabad,33.7104,73.1338,2026-02-24 07:00:00+00:00,4,411.99,0.37,3.08,148.49,6.42,67.68,127.07,18.75
Islamabad,33.7104,73.1338,2026-02-24 08:00:00+00:00,4,305.79,0.15,1.36,151.5,5.39,50.71,95.42,12.71
Islamabad,33.7104,73.1338,2026-02-24 09:00:00+00:00,4,284.93,0.12,1.25,150.22,4.83,46.3,85.71,11.63
Islamabad,33.7104,73.1338,2026-02-24 10:00:00+00:00,4,297.89,0.18,2.11,146.36,4.63,46.79,85.1,14.24
Islamabad,33.7104,73.1338,2026-02-24 11:00:00+00:00,3,333.95,0.26,4.04,137.43,4.55,49.17,88.15,19.77
Islamabad,33.7104,73.1338,2026-02-24 12:00:00+00:00,4,380.23,0.2,6.82,127.91,4.54,51.21,91.69,25.47
Islamabad,33.7104,73.1338,2026-02-24 13:00:00+00:00,4,486.48,0.04,13.0,110.25,4.67,55.03,98.06,35.39
Islamabad,33.7104,73.1338,2026-02-24 14:00:00+00:00,4,637.6,0.0,19.47,88.27,4.79,61.71,108.29,46.49
Islamabad,33.7104,73.1338,2026-02-24 15:00:00+00:00,4,775.16,0.0,23.48,72.03,4.81,69.9,120.33,54.61
Islamabad,33.7104,73.1338,2026-02-24 16:00:00+00:00,5,873.58,0.0,25.22,60.15,4.79,77.16,130.14,63.82
Islamabad,33.7104,73.1338,2026-02-24 17:00:00+00:00,5,962.63,0.0,26.69,53.77,5.25,85.5,142.07,81.25
Islamabad,33.7104,73.1338,2026-02-24 18:00:00+00:00,5,1027.79,0.0,28.07,50.09,5.69,92.49,151.38,100.26
Islamabad,33.7104,73.1338,2026-02-24 19:00:00+00:00,5,1037.25,0.0,27.92,48.33,5.76,96.07,154.74,118.35
Islamabad,33.7104,73.1338,2026-02-24 20:00:00+00:00,5,1043.18,0.0,26.99,47.44,5.77,100.06,159.06,136.79
Islamabad,33.7104,73.1338,2026-02-24 21:00:00+00:00,5,1055.44,0.0,25.92,46.09,5.81,104.45,164.2,154.29
Islamabad,33.7104,73.1338,2026-02-24 22:00:00+00:00,5,1062.15,0.0,25.06,44.24,5.85,107.78,167.88,168.21
Islamabad,33.7104,73.1338,2026-02-24 23:00:00+00:00,5,1085.11,0.0,24.92,41.98,5.9,112.05,173.04,183.21
Islamabad,33.7104,73.1338,2026-02-25 00:00:00+00:00,5,1133.55,0.0,25.95,37.87,5.85,117.22,179.34,198.63
Islamabad,33.7104,73.1338,2026-02-25 01:00:00+00:00,5,1198.68,0.0,28.48,31.24,5.71,121.7,184.55,207.05
Islamabad,33.7104,73.1338,2026-02-25 02:00:00+00:00,5,1324.36,0.05,34.18,22.34,6.05,127.85,193.8,214.88
Islamabad,33.7104,73.1338,2026-02-25 03:00:00+00:00,5,1509.76,2.59,40.25,13.37,6.69,135.68,206.18,221.96
Islamabad,33.7104,73.1338,2026-02-25 04:00:00+00:00,5,1651.1,10.95,32.49,16.12,5.29,140.25,213.19,155.51
Islamabad,33.7104,73.1338,2026-02-25 05:00:00+00:00,5,1721.57,13.64,28.28,25.36,4.12,144.26,217.29,113.5
Islamabad,33.7104,73.1338,2026-02-25 06:00:00+00:00,5,1737.91,10.21,29.11,49.01,3.89,155.58,227.02,91.6
Islamabad,33.7104,73.1338,2026-02-25 07:00:00+00:00,5,466.25,0.44,3.86,147.21,8.34,80.29,139.95,21.49
Islamabad,33.7104,73.1338,2026-02-25 08:00:00+00:00,4,317.66,0.15,1.51,151.59,6.87,59.91,112.2,14.11
Islamabad,33.7104,73.1338,2026-02-25 09:00:00+00:00,4,286.23,0.12,1.32,149.49,5.98,52.71,100.62,13.09
Islamabad,33.7104,73.1338,2026-02-25 10:00:00+00:00,4,289.66,0.16,2.07,145.93,5.58,51.79,98.14,15.02
Islamabad,33.7104,73.1338,2026-02-25 11:00:00+00:00,4,316.5,0.24,3.8,137.84,5.33,52.52,98.57,19.67
Islamabad,33.7104,73.1338,2026-02-25 12:00:00+00:00,4,351.49,0.19,6.35,129.02,5.2,52.71,98.86,24.42
Islamabad,33.7104,73.1338,2026-02-25 13:00:00+00:00,4,457.62,0.04,12.8,110.88,5.21,55.46,102.75,34.44
Islamabad,33.7104,73.1338,2026-02-25 14:00:00+00:00,4,620.47,0.0,20.11,87.46,5.23,61.64,111.81,47.51
Islamabad,33.7104,73.1338,2026-02-25 15:00:00+00:00,4,768.77,0.0,25.07,71.12,5.3,69.83,123.67,58.87
Islamabad,33.7104,73.1338,2026-02-25 16:00:00+00:00,5,872.62,0.0,27.49,59.38,5.29,77.66,133.84,68.23
Islamabad,33.7104,73.1338,2026-02-25 17:00:00+00:00,5,966.62,0.0,29.01,50.85,5.24,86.16,145.03,76.0
Islamabad,33.7104,73.1338,2026-02-25 18:00:00+00:00,5,1033.3,0.0,30.18,43.76,5.1,92.73,152.69,83.14
Islamabad,33.7104,73.1338,2026-02-25 19:00:00+00:00,5,1037.12,0.0,30.0,40.49,5.2,94.99,153.23,98.15
Islamabad,33.7104,73.1338,2026-02-25 20:00:00+00:00,5,1038.63,0.0,29.18,41.34,5.74,98.05,155.43,119.62
Islamabad,33.7104,73.1338,2026-02-25 21:00:00+00:00,5,1058.38,0.0,28.65,41.87,6.28,102.64,159.97,142.33
Islamabad,33.7104,73.1338,2026-02-25 22:00:00+00:00,5,1096.62,0.0,29.02,40.77,6.65,107.93,165.57,166.56
Islamabad,33.7104,73.1338,2026-02-25 23:00:00+00:00,5,1143.6,0.0,29.43,38.29,6.78,113.92,172.17,188.33
Islamabad,33.7104,73.1338,2026-02-26 00:00:00+00:00,5,1189.32,0.0,29.91,34.58,6.62,120.09,178.74,202.9
Islamabad,33.7104,73.1338,2026-02-26 01:00:00+00:00,5,1241.54,0.0,31.33,29.44,6.27,125.26,184.14,207.1
Islamabad,33.7104,73.1338,2026-02-26 02:00:00+00:00,5,1358.13,0.11,36.13,21.9,6.51,132.06,193.52,211.19
Islamabad,33.7104,73.1338,2026-02-26 03:00:00+00:00,5,1532.83,3.02,40.58,14.68,7.01,139.73,205.27,210.13
Islamabad,33.7104,73.1338,2026-02-26 04:00:00+00:00,5,1656.34,10.93,33.01,18.39,5.68,143.87,211.64,150.19
Islamabad,33.7104,73.1338,2026-02-26 05:00:00+00:00,5,1681.33,12.81,29.0,30.15,4.79,146.6,214.32,110.43
Islamabad,33.7104,73.1338,2026-02-26 06:00:00+00:00,5,1646.11,9.2,28.68,58.07,4.71,154.97,221.25,85.27
Islamabad,33.7104,73.1338,2026-02-26 07:00:00+00:00,5,471.09,0.54,4.55,152.68,8.85,78.63,133.81,19.56
Islamabad,33.7104,73.1338,2026-02-26 08:00:00+00:00,4,340.31,0.2,1.86,158.46,8.13,62.13,114.63,13.56
Islamabad,33.7104,73.1338,2026-02-26 09:00:00+00:00,4,311.88,0.15,1.57,157.33,7.72,56.22,107.31,12.3
Islamabad,33.7104,73.1338,2026-02-26 10:00:00+00:00,4,352.99,0.3,3.46,153.61,7.54,60.05,110.74,19.74
Islamabad,33.7104,73.1338,2026-02-26 11:00:00+00:00,4,445.4,0.46,7.67,152.57,7.94,70.83,122.52,36.9
Islamabad,33.7104,73.1338,2026-02-26 12:00:00+00:00,5,545.26,0.32,13.37,148.75,8.55,78.57,131.66,53.87
Islamabad,33.7104,73.1338,2026-02-26 13:00:00+00:00,5,683.3,0.05,21.38,134.29,9.19,85.35,140.52,71.74
Islamabad,33.7104,73.1338,2026-02-26 14:00:00+00:00,5,836.44,0.0,27.37,114.62,9.55,94.17,152.45,87.93
Islamabad,33.7104,73.1338,2026-02-26 15:00:00+00:00,5,972.08,0.0,30.55,95.94,9.22,104.35,166.14,96.28
Islamabad,33.7104,73.1338,2026-02-26 16:00:00+00:00,5,1063.52,0.0,31.29,79.26,8.44,111.61,175.04,99.63
Islamabad,33.7104,73.1338,2026-02-26 17:00:00+00:00,5,1161.82,0.0,32.93,72.11,9.08,120.23,187.22,120.34
Islamabad,33.7104,73.1338,2026-02-26 18:00:00+00:00,5,1243.83,0.0,34.61,66.78,9.67,128.58,197.59,140.65
Islamabad,33.7104,73.1338,2026-02-26 19:00:00+00:00,5,1268.23,0.0,34.35,62.86,9.92,134.26,202.49,157.5
Islamabad,33.7104,73.1338,2026-02-26 20:00:00+00:00,5,1269.61,0.0,32.38,60.38,9.91,138.22,205.54,170.45
Islamabad,33.7104,73.1338,2026-02-26 21:00:00+00:00,5,1272.39,0.0,30.47,58.09,9.77,140.32,206.98,181.51
Islamabad,33.7104,73.1338,2026-02-26 22:00:00+00:00,5,1292.46,0.0,29.83,54.86,9.52,140.98,206.71,193.31
Islamabad,33.7104,73.1338,2026-02-26 23:00:00+00:00,5,1321.51,0.0,30.07,50.58,9.19,141.92,207.16,205.7
